,Ceremony,Year,Class,CanonicalCategory,Category,Film,FilmId,Name,Nominees,Winner
8295,70,1997,Production,COSTUME DESIGN,COSTUME DESIGN,Kundun,tt0119485,Dante Ferretti,Dante Ferretti,
8296,70,1997,Production,COSTUME DESIGN,COSTUME DESIGN,Oscar and Lucinda,tt0119843,Janet Patterson,Janet Patterson,
8297,70,1997,Production,COSTUME DESIGN,COSTUME DESIGN,Titanic,tt0120338,Deborah L. Scott,Deborah L. Scott,True
8298,70,1997,Production,COSTUME DESIGN,COSTUME DESIGN,The Wings of the Dove,tt0120520,Sandy Powell,Sandy Powell,
8299,70,1997,Directing,DIRECTING,DIRECTING,The Full Monty,tt0119164,Peter Cattaneo,Peter Cattaneo,
8300,70,1997,Directing,DIRECTING,DIRECTING,Good Will Hunting,tt0119217,Gus Van Sant,Gus Van Sant,
8301,70,1997,Directing,DIRECTING,DIRECTING,L.A. Confidential,tt0119488,Curtis Hanson,Curtis Hanson,
8302,70,1997,Directing,DIRECTING,DIRECTING,The Sweet Hereafter,tt0120255,Atom Egoyan,Atom Egoyan,
8303,70,1997,Directing,DIRECTING,DIRECTING,Titanic,tt0120338,James Cameron,James Cameron,True
8314,70,1997,Production,FILM EDITING,FILM EDITING,Air Force One,tt0118571,Richard Francis-Bruce,Richard Francis-Bruce,
8315,70,1997,Production,FILM EDITING,FILM EDITING,As Good as It Gets,tt0119822,Richard Marks,Richard Marks,
8316,70,1997,Production,FILM EDITING,FILM EDITING,Good Will Hunting,tt0119217,Pietro Scalia,Pietro Scalia,
8317,70,1997,Production,FILM EDITING,FILM EDITING,L.A. Confidential,tt0119488,Peter Honess,Peter Honess,
8318,70,1997,Production,FILM EDITING,FILM EDITING,Titanic,tt0120338,"Conrad Buff, James Cameron, Richard A. Harris","Conrad Buff, James Cameron, Richard A. Harris",True
8319,70,1997,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Beyond Silence,tt0116692,Germany,,
8320,70,1997,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Character,tt0119448,The Netherlands,,True
8321,70,1997,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Four Days in September,tt0119815,Brazil,,
8322,70,1997,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Secrets of the Heart,tt0120090,Spain,,
8323,70,1997,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Thief,tt0124207,Russia,,
8324,70,1997,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Men in Black,tt0119654,"Rick Baker, David LeRoy Anderson","Rick Baker, David LeRoy Anderson",True
8325,70,1997,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Mrs. Brown,tt0119280,"Lisa Westcott, Veronica Brebner, Beverley Binda","Lisa Westcott, Veronica Brebner, Beverley Binda",
8326,70,1997,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Titanic,tt0120338,"Tina Earnshaw, Greg Cannom, Simon Thompson","Tina Earnshaw, Greg Cannom, Simon Thompson",
8327,70,1997,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Amistad,tt0118607,John Williams,John Williams,
8328,70,1997,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Good Will Hunting,tt0119217,Danny Elfman,Danny Elfman,
8329,70,1997,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Kundun,tt0119485,Philip Glass,Philip Glass,
8330,70,1997,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),L.A. Confidential,tt0119488,Jerry Goldsmith,Jerry Goldsmith,
8331,70,1997,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Titanic,tt0120338,James Horner,James Horner,True
8332,70,1997,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),Anastasia,tt0118617,Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,"Stephen Flaherty, Lynn Ahrens, David Newman",
8333,70,1997,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),As Good as It Gets,tt0119822,Hans Zimmer,Hans Zimmer,
8334,70,1997,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),The Full Monty,tt0119164,Anne Dudley,Anne Dudley,True
8335,70,1997,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),Men in Black,tt0119654,Danny Elfman,Danny Elfman,
8336,70,1997,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),My Best Friend's Wedding,tt0119738,James Newton Howard,James Newton Howard,
8337,70,1997,Music,MUSIC (Original Song),MUSIC (Original Song),Hercules,tt0119282,Music by Alan Menken; Lyric by David Zippel,"Alan Menken, David Zippel",
8338,70,1997,Music,MUSIC (Original Song),MUSIC (Original Song),Con Air,tt0118880,Music and Lyric by Diane Warren,Diane Warren,
8339,70,1997,Music,MUSIC (Original Song),MUSIC (Original Song),Anastasia,tt0118617,Music by Stephen Flaherty; Lyric by Lynn Ahrens,"Stephen Flaherty, Lynn Ahrens",
8340,70,1997,Music,MUSIC (Original Song),MUSIC (Original Song),Good Will Hunting,tt0119217,Music and Lyric by Elliott Smith,Elliott Smith,
8341,70,1997,Music,MUSIC (Original Song),MUSIC (Original Song),Titanic,tt0120338,Music by James Horner; Lyric by Will Jennings,"James Horner, Will Jennings",True
8342,70,1997,Title,BEST PICTURE,BEST PICTURE,As Good as It Gets,tt0119822,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers","James L. Brooks, Bridget Johnson, Kristi Zea",
8343,70,1997,Title,BEST PICTURE,BEST PICTURE,The Full Monty,tt0119164,"Uberto Pasolini, Producer",Uberto Pasolini,
8344,70,1997,Title,BEST PICTURE,BEST PICTURE,Good Will Hunting,tt0119217,"Lawrence Bender, Producer",Lawrence Bender,
8345,70,1997,Title,BEST PICTURE,BEST PICTURE,L.A. Confidential,tt0119488,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers","Arnon Milchan, Curtis Hanson, Michael Nathanson",
8346,70,1997,Title,BEST PICTURE,BEST PICTURE,Titanic,tt0120338,"James Cameron and Jon Landau, Producers","James Cameron, Jon Landau",True
8357,70,1997,Production,SOUND MIXING,SOUND,Air Force One,tt0118571,"Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester","Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester",
8358,70,1997,Production,SOUND MIXING,SOUND,Con Air,tt0118880,"Kevin O'Connell, Greg P. Russell, Arthur Rochester","Kevin O'Connell, Greg P. Russell, Arthur Rochester",
8359,70,1997,Production,SOUND MIXING,SOUND,Contact,tt0118884,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan","Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",
8360,70,1997,Production,SOUND MIXING,SOUND,L.A. Confidential,tt0119488,"Andy Nelson, Anna Behlmer, Kirk Francis","Andy Nelson, Anna Behlmer, Kirk Francis",
8361,70,1997,Production,SOUND MIXING,SOUND,Titanic,tt0120338,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano","Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",True
8362,70,1997,Production,SOUND EDITING,SOUND EFFECTS EDITING,Face/Off,tt0119094,"Mark P. Stoeckinger, Per Hallberg","Mark P. Stoeckinger, Per Hallberg",
8363,70,1997,Production,SOUND EDITING,SOUND EFFECTS EDITING,The Fifth Element,tt0119116,Mark Mangini,Mark Mangini,
8364,70,1997,Production,SOUND EDITING,SOUND EFFECTS EDITING,Titanic,tt0120338,"Tom Bellfort, Christopher Boyes","Tom Bellfort, Christopher Boyes",True
8365,70,1997,Production,VISUAL EFFECTS,VISUAL EFFECTS,The Lost World: Jurassic Park,tt0119567,"Dennis Muren, Stan Winston, Randal M. Dutra, Michael Lantieri","Dennis Muren, Stan Winston, Randal M. Dutra, Michael Lantieri",
8366,70,1997,Production,VISUAL EFFECTS,VISUAL EFFECTS,Starship Troopers,tt0120201,"Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson","Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson",
8367,70,1997,Production,VISUAL EFFECTS,VISUAL EFFECTS,Titanic,tt0120338,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer","Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",True
8368,70,1997,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Donnie Brasco,tt0119008,Paul Attanasio,Paul Attanasio,
8369,70,1997,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),L.A. Confidential,tt0119488,"Brian Helgeland, Curtis Hanson","Brian Helgeland, Curtis Hanson",True
8370,70,1997,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Sweet Hereafter,tt0120255,Atom Egoyan,Atom Egoyan,
8371,70,1997,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Wag the Dog,tt0120885,"Hilary Henkin, David Mamet","Hilary Henkin, David Mamet",
8372,70,1997,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Wings of the Dove,tt0120520,Hossein Amini,Hossein Amini,
8373,70,1997,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),As Good as It Gets,tt0119822,"Screenplay by Mark Andrus, James L. Brooks; Story by Mark Andrus","Mark Andrus, James L. Brooks",
8374,70,1997,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Boogie Nights,tt0118749,Paul Thomas Anderson,Paul Thomas Anderson,
8375,70,1997,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Deconstructing Harry,tt0118954,Woody Allen,Woody Allen,
8376,70,1997,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),The Full Monty,tt0119164,Simon Beaufoy,Simon Beaufoy,
8377,70,1997,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Good Will Hunting,tt0119217,"Ben Affleck, Matt Damon","Ben Affleck, Matt Damon",True
8401,71,1998,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Life Is Beautiful,tt0118799,Roberto Benigni,Roberto Benigni,True
8402,71,1998,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Saving Private Ryan,tt0120815,Tom Hanks,Tom Hanks,
8403,71,1998,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Gods and Monsters,tt0120684,Ian McKellen,Ian McKellen,
8404,71,1998,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Affliction,tt0118564,Nick Nolte,Nick Nolte,
8405,71,1998,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,American History X,tt0120586,Edward Norton,Edward Norton,
8406,71,1998,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Affliction,tt0118564,James Coburn,James Coburn,True
8407,71,1998,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,A Civil Action,tt0120633,Robert Duvall,Robert Duvall,
8408,71,1998,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Truman Show,tt0120382,Ed Harris,Ed Harris,
8409,71,1998,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Shakespeare in Love,tt0138097,Geoffrey Rush,Geoffrey Rush,
8410,71,1998,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,A Simple Plan,tt0120324,Billy Bob Thornton,Billy Bob Thornton,
8411,71,1998,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Elizabeth,tt0127536,Cate Blanchett,Cate Blanchett,
8412,71,1998,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Central Station,tt0140888,Fernanda Montenegro,Fernanda Montenegro,
8413,71,1998,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Shakespeare in Love,tt0138097,Gwyneth Paltrow,Gwyneth Paltrow,True
8414,71,1998,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,One True Thing,tt0120776,Meryl Streep,Meryl Streep,
8415,71,1998,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Hilary and Jackie,tt0150915,Emily Watson,Emily Watson,
8416,71,1998,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Primary Colors,tt0119942,Kathy Bates,Kathy Bates,
8417,71,1998,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Little Voice,tt0147004,Brenda Blethyn,Brenda Blethyn,
8418,71,1998,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Shakespeare in Love,tt0138097,Judi Dench,Judi Dench,True
8419,71,1998,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Hilary and Jackie,tt0150915,Rachel Griffiths,Rachel Griffiths,
8420,71,1998,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Gods and Monsters,tt0120684,Lynn Redgrave,Lynn Redgrave,
8421,71,1998,Production,ART DIRECTION,ART DIRECTION,Elizabeth,tt0127536,Art Direction: John Myhre; Set Decoration: Peter Howitt,"John Myhre, Peter Howitt",
8422,71,1998,Production,ART DIRECTION,ART DIRECTION,Pleasantville,tt0120789,Art Direction: Jeannine Oppewall; Set Decoration: Jay Hart,"Jeannine Oppewall, Jay Hart",
8423,71,1998,Production,ART DIRECTION,ART DIRECTION,Saving Private Ryan,tt0120815,Art Direction: Tom Sanders; Set Decoration: Lisa Dean Kavanaugh,"Tom Sanders, Lisa Dean Kavanaugh",
8424,71,1998,Production,ART DIRECTION,ART DIRECTION,Shakespeare in Love,tt0138097,Art Direction: Martin Childs; Set Decoration: Jill Quertier,"Martin Childs, Jill Quertier",True
8425,71,1998,Production,ART DIRECTION,ART DIRECTION,What Dreams May Come,tt0120889,Art Direction: Eugenio Zanetti; Set Decoration: Cindy Carr,"Eugenio Zanetti, Cindy Carr",
8426,71,1998,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,A Civil Action,tt0120633,Conrad L. Hall,Conrad L. Hall,
8427,71,1998,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Elizabeth,tt0127536,Remi Adefarasin,Remi Adefarasin,
8428,71,1998,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Saving Private Ryan,tt0120815,Janusz Kaminski,Janusz Kaminski,True
8429,71,1998,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Shakespeare in Love,tt0138097,Richard Greatrex,Richard Greatrex,
8430,71,1998,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Thin Red Line,tt0120863,John Toll,John Toll,
8431,71,1998,Production,COSTUME DESIGN,COSTUME DESIGN,Beloved,tt0120603,Colleen Atwood,Colleen Atwood,
8432,71,1998,Production,COSTUME DESIGN,COSTUME DESIGN,Elizabeth,tt0127536,Alexandra Byrne,Alexandra Byrne,
8433,71,1998,Production,COSTUME DESIGN,COSTUME DESIGN,Pleasantville,tt0120789,Judianna Makovsky,Judianna Makovsky,
8434,71,1998,Production,COSTUME DESIGN,COSTUME DESIGN,Shakespeare in Love,tt0138097,Sandy Powell,Sandy Powell,True
8435,71,1998,Production,COSTUME DESIGN,COSTUME DESIGN,Velvet Goldmine,tt0120879,Sandy Powell,Sandy Powell,
8436,71,1998,Directing,DIRECTING,DIRECTING,Life Is Beautiful,tt0118799,Roberto Benigni,Roberto Benigni,
8437,71,1998,Directing,DIRECTING,DIRECTING,Saving Private Ryan,tt0120815,Steven Spielberg,Steven Spielberg,True
8438,71,1998,Directing,DIRECTING,DIRECTING,Shakespeare in Love,tt0138097,John Madden,John Madden,
8439,71,1998,Directing,DIRECTING,DIRECTING,The Thin Red Line,tt0120863,Terrence Malick,Terrence Malick,
8440,71,1998,Directing,DIRECTING,DIRECTING,The Truman Show,tt0120382,Peter Weir,Peter Weir,
8449,71,1998,Production,FILM EDITING,FILM EDITING,Life Is Beautiful,tt0118799,Simona Paggi,Simona Paggi,
8450,71,1998,Production,FILM EDITING,FILM EDITING,Out of Sight,tt0120780,Anne V. Coates,Anne V. Coates,
8451,71,1998,Production,FILM EDITING,FILM EDITING,Saving Private Ryan,tt0120815,Michael Kahn,Michael Kahn,True
8452,71,1998,Production,FILM EDITING,FILM EDITING,Shakespeare in Love,tt0138097,David Gamble,David Gamble,
8453,71,1998,Production,FILM EDITING,FILM EDITING,The Thin Red Line,tt0120863,"Billy Weber, Leslie Jones, Saar Klein","Billy Weber, Leslie Jones, Saar Klein",
8454,71,1998,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Central Station,tt0140888,Brazil,,
8455,71,1998,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Children of Heaven,tt0118849,Iran,,
8456,71,1998,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Grandfather,tt0176415,Spain,,
8457,71,1998,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Life Is Beautiful,tt0118799,Italy,,True
8458,71,1998,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Tango,tt0120274,Argentina,,
8459,71,1998,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Elizabeth,tt0127536,Jenny Shircore,Jenny Shircore,True
8460,71,1998,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Saving Private Ryan,tt0120815,"Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke","Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke",
8461,71,1998,Production,MAKEUP AND HAIRSTYLING,MAKEUP,Shakespeare in Love,tt0138097,"Lisa Westcott, Veronica Brebner","Lisa Westcott, Veronica Brebner",
8462,71,1998,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Elizabeth,tt0127536,David Hirschfelder,David Hirschfelder,
8463,71,1998,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Life Is Beautiful,tt0118799,Nicola Piovani,Nicola Piovani,True
8464,71,1998,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Pleasantville,tt0120789,Randy Newman,Randy Newman,
8465,71,1998,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),Saving Private Ryan,tt0120815,John Williams,John Williams,
8466,71,1998,Music,MUSIC (Original Score),MUSIC (Original Dramatic Score),The Thin Red Line,tt0120863,Hans Zimmer,Hans Zimmer,
8467,71,1998,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),A Bug's Life,tt0120623,Randy Newman,Randy Newman,
8468,71,1998,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),Mulan,tt0120762,Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,"Matthew Wilder, David Zippel, Jerry Goldsmith",
8469,71,1998,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),Patch Adams,tt0129290,Marc Shaiman,Marc Shaiman,
8470,71,1998,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),The Prince of Egypt,tt0120794,Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer,"Stephen Schwartz, Hans Zimmer",
8471,71,1998,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Musical or Comedy Score),Shakespeare in Love,tt0138097,Stephen Warbeck,Stephen Warbeck,True
8472,71,1998,Music,MUSIC (Original Song),MUSIC (Original Song),Armageddon,tt0120591,Music and Lyric by Diane Warren,Diane Warren,
8473,71,1998,Music,MUSIC (Original Song),MUSIC (Original Song),Quest for Camelot,tt0120800,"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa","Carole Bayer Sager, David Foster, Tony Renis, Alberto Testa",
8474,71,1998,Music,MUSIC (Original Song),MUSIC (Original Song),The Horse Whisperer,tt0119314,Music and Lyric by Allison Moorer and Gwil Owen,"Allison Moorer, Gwil Owen",
8475,71,1998,Music,MUSIC (Original Song),MUSIC (Original Song),Babe: Pig in the City,tt0120595,Music and Lyric by Randy Newman,Randy Newman,
8476,71,1998,Music,MUSIC (Original Song),MUSIC (Original Song),The Prince of Egypt,tt0120794,Music and Lyric by Stephen Schwartz,Stephen Schwartz,True
8477,71,1998,Title,BEST PICTURE,BEST PICTURE,Elizabeth,tt0127536,"Alison Owen, Eric Fellner and Tim Bevan, Producers","Alison Owen, Eric Fellner, Tim Bevan",
8478,71,1998,Title,BEST PICTURE,BEST PICTURE,Life Is Beautiful,tt0118799,"Elda Ferri and Gianluigi Braschi, Producers","Elda Ferri, Gianluigi Braschi",
8479,71,1998,Title,BEST PICTURE,BEST PICTURE,Saving Private Ryan,tt0120815,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers","Steven Spielberg, Ian Bryce, Mark Gordon, Gary Levinsohn",
8480,71,1998,Title,BEST PICTURE,BEST PICTURE,Shakespeare in Love,tt0138097,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers","David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, Marc Norman",True
8481,71,1998,Title,BEST PICTURE,BEST PICTURE,The Thin Red Line,tt0120863,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers","Robert Michael Geisler, John Roberdeau, Grant Hill",
8492,71,1998,Production,SOUND MIXING,SOUND,Armageddon,tt0120591,"Kevin O'Connell, Greg P. Russell, Keith A. Wester","Kevin O'Connell, Greg P. Russell, Keith A. Wester",
8493,71,1998,Production,SOUND MIXING,SOUND,The Mask of Zorro,tt0120746,"Kevin O'Connell, Greg P. Russell, Pud Cusack","Kevin O'Connell, Greg P. Russell, Pud Cusack",
8494,71,1998,Production,SOUND MIXING,SOUND,Saving Private Ryan,tt0120815,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins","Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",True
8495,71,1998,Production,SOUND MIXING,SOUND,Shakespeare in Love,tt0138097,"Robin O'Donoghue, Dominic Lester, Peter Glossop","Robin O'Donoghue, Dominic Lester, Peter Glossop",
8496,71,1998,Production,SOUND MIXING,SOUND,The Thin Red Line,tt0120863,"Andy Nelson, Anna Behlmer, Paul Brincat","Andy Nelson, Anna Behlmer, Paul Brincat",
8497,71,1998,Production,SOUND EDITING,SOUND EFFECTS EDITING,Armageddon,tt0120591,George Watters II,George Watters II,
8498,71,1998,Production,SOUND EDITING,SOUND EFFECTS EDITING,The Mask of Zorro,tt0120746,David McMoyler,David McMoyler,
8499,71,1998,Production,SOUND EDITING,SOUND EFFECTS EDITING,Saving Private Ryan,tt0120815,"Gary Rydstrom, Richard Hymns","Gary Rydstrom, Richard Hymns",True
8500,71,1998,Production,VISUAL EFFECTS,VISUAL EFFECTS,Armageddon,tt0120591,"Richard R. Hoover, Pat McClung, John Frazier","Richard R. Hoover, Pat McClung, John Frazier",
8501,71,1998,Production,VISUAL EFFECTS,VISUAL EFFECTS,Mighty Joe Young,tt0120751,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell","Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell",
8502,71,1998,Production,VISUAL EFFECTS,VISUAL EFFECTS,What Dreams May Come,tt0120889,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack","Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",True
8503,71,1998,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Gods and Monsters,tt0120684,Bill Condon,Bill Condon,True
8504,71,1998,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Out of Sight,tt0120780,Scott Frank,Scott Frank,
8505,71,1998,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),Primary Colors,tt0119942,Elaine May,Elaine May,
8506,71,1998,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),A Simple Plan,tt0120324,Scott B. Smith,Scott B. Smith,
8507,71,1998,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material Previously Produced or Published),The Thin Red Line,tt0120863,Terrence Malick,Terrence Malick,
8508,71,1998,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Bulworth,tt0118798,"Screenplay by Warren Beatty, Jeremy Pikser; Story by Warren Beatty","Warren Beatty, Jeremy Pikser",
8509,71,1998,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Life Is Beautiful,tt0118799,"Vincenzo Cerami, Roberto Benigni","Vincenzo Cerami, Roberto Benigni",
8510,71,1998,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Saving Private Ryan,tt0120815,Robert Rodat,Robert Rodat,
8511,71,1998,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),Shakespeare in Love,tt0138097,"Marc Norman, Tom Stoppard","Marc Norman, Tom Stoppard",True
8512,71,1998,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),The Truman Show,tt0120382,Andrew Niccol,Andrew Niccol,
8551,72,1999,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Insider,tt0140352,Russell Crowe,Russell Crowe,
8552,72,1999,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Straight Story,tt0166896,Richard Farnsworth,Richard Farnsworth,
8553,72,1999,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Sweet and Lowdown,tt0158371,Sean Penn,Sean Penn,
8554,72,1999,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,American Beauty,tt0169547,Kevin Spacey,Kevin Spacey,True
8555,72,1999,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Hurricane,tt0174856,Denzel Washington,Denzel Washington,
8556,72,1999,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Cider House Rules,tt0124315,Michael Caine,Michael Caine,True
8557,72,1999,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Magnolia,tt0175880,Tom Cruise,Tom Cruise,
8558,72,1999,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Green Mile,tt0120689,Michael Clarke Duncan,Michael Clarke Duncan,
8559,72,1999,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Talented Mr. Ripley,tt0134119,Jude Law,Jude Law,
8560,72,1999,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Sixth Sense,tt0167404,Haley Joel Osment,Haley Joel Osment,
8561,72,1999,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,American Beauty,tt0169547,Annette Bening,Annette Bening,
8562,72,1999,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Tumbleweeds,tt0161023,Janet McTeer,Janet McTeer,
8563,72,1999,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,The End of the Affair,tt0172396,Julianne Moore,Julianne Moore,
